CODIGO;ENTIDAD;NOMBRE FANTASIA;DIRECCION;COMUNA;HORARIO REFERENCIAL;UTM;GEOGRAFICAS
891;Serviestado;891-SERVIESTADO;MATUCANA 863;QUINTA NORMAL;Lun a Vie 9:00 a 21:00 Sab 9:00 a 19:00;343875:6299245;-33.43499796:-70.68022995
924;Serviestado;924-SERVIESTADO;GRAN AV. JOSE MIGUEL CARRERA 5195;SAN MIGUEL;Lun a Sab 10:00 a 20:00;346384:6291926;-33.501358:-70.654389
925;Serviestado;925-SERVIESTADO;AV. SANTA ROSA 12786;LA PINTANA;Lun a Vie 9:00 a 14:00;348899:6282880;-33.58303:-70.628772
927;Serviestado;927-SERVIESTADO;JOSE JOAQUIN PEREZ 6140 Local 2;CERRO NAVIA;Lun a Vie 8:00 a 19:00 Sab 9:00 a 17:00;340104:6299670;-33.43061221:-70.72070705
934;Serviestado;934-SERVIESTADO;ENRIQUE OLIVARES 1448 LOCAL 6-7;LA FLORIDA;Lun a Sab 10:00 a 20:00;354134:6287806;-33.53958299:-70.57176677
935;Serviestado;935-SERVIESTADO;AV. CONSISTORIAL 2039 LOCAL 1;PEÑALOLEN;Lun a Vie 8:00 a 19:00 Sab 9:00 a 17:00;356585:6294687;-33.4777802389231:-70.544187057097
937;Serviestado;937-SERVIESTADO;MAPOCHO 4116-4124;QUINTA NORMAL;Lun a Vie 8:00 a 19:00 Sab 9:00 a 17:00;342858:6299552;-33.43208276:-70.69111059
940;Fullcarga;LALITO SN RAMON;URUGUAY  1612;SAN RAMON;;347374:6288474;-33.53259911:-70.64443457
941;Serviestado;941-SERVIESTADO;BALMACEDA 354;PUENTE ALTO;Lun a Vie 8:00 a 19:00 Sab 9:00 a 17:00;353910:6280204;-33.60808837:-70.57542239
954;Fullcarga;LUIS ARAYA CARVAJAL;TAMARUGOS 3554;RENCA;;342184:6304138;-33.3903495490553:-70.6967945734628
959;Serviestado;959-SERVIESTADO;SAN DIEGO 2032-2034;SANTIAGO;Lun a Vie 8:00 a 19:00 Sab 9:00 a 17:00;346915:6295153;-33.47233065:-70.6482392
975;Serviestado;975-SERVIESTADO;SAN ANTONIO 427 Local 407;SANTIAGO;Lun a Vie 8:00 a 19:00 Sab 9:00 a 17:00;346853:6298973;-33.43788426:-70.64825045
979;Serviestado;979-SERVIESTADO;SANTO DOMINGO 972;SANTIAGO;Lun a Vie 8:00 a 19:00 Sab 9:00 a 17:00;346609:6299147;-33.4362748:-70.65084421
980;Serviestado;980-SERVIESTADO;AV. LIB. BERNARDO OHIGGINS 2670;ESTACION CENTRAL;Lun a Vie 8:00 a 19:00 Sab 9:00 a 17:00;344525:6297625;-33.44970599:-70.67353148
981;Serviestado;981-SERVIESTADO;AV. RECOLETA 336;RECOLETA;Lun a Vie 8:00 a 19:00 Sab 9:00 a 17:00;346943:6299948;-33.4290078663658:-70.6470448777439
982;Serviestado;982-SERVIESTADO;AV. LIB. BERNARDO OHIGGINS 3156 Local 0676 GALERIA F;ESTACION CENTRAL;Lun a Vie 8:00 a 19:00 Sab 9:00 a 17:00;344083:6297528;-33.4506229941267:-70.6781100270276
986;Serviestado;986-SERVIESTADO;AV. EGANA 50;ÑUÑOA;Lun a Vie 9:00 a 21:00 Sab 9:00 a 19:00;354014:6297411;-33.45382053:-70.57107139
987;Serviestado;987-SERVIESTADO;TEATINOS 425;SANTIAGO;Lun a Vie 8:00 a 19:00 Sab 9:00 a 17:00;346205:6298870;-33.43872044:-70.65523364
994;Serviestado;994-SERVIESTADO;AV. LIB. BERNARDO OHIGGINS 3156 LOCAL 1072;ESTACION CENTRAL;Lun a Vie 8:00 a 19:00 Sab 9:00 a 17:00;344083:6297528;-33.4506229941267:-70.6781100270276
996;Serviestado;996-SERVIESTADO;PARQUE CENTRAL ORIENTE 1148 CIUDAD SATELITE;MAIPU;Lun a Vie 8:00 a 19:00 Sab 9:00 a 17:00;334298:6285123;-33.56087405:-70.78582651
3256;Fullcarga;LOS PEQUES SN JOAQUIN;CHILOE 264;SAN JOAQUIN;;349332:6290636;-33.51340381:-70.62299239
3316;Fullcarga;NISSY LA PINTANA;JOAQUIN EDWARDS BELLO 10999;LA PINTANA;;349448:6285070;-33.56360171:-70.62268808
9878;Fullcarga;ERICHOPER;LOS RETAMOS  5615;HUECHURABA;;349062:6305684;-33.37779948:-70.62318232
10347;Fullcarga;DON ORLANDO RENCA;ARTURO PRAT  5725 DPTO 11;RENCA;;338912:6302602;-33.40400045:-70.73299013
10489;Fullcarga;NOLBERTO VALDES NAVARRO;CALLE 462  5994;PEÑALOLEN;;354320:6291989;-33.50171990370461:-70.56833145643716
10767;Fullcarga;BAZAR LA KUKA;RECOLETA 4021;RECOLETA;;347250:6304432;-33.3884287445116:-70.6422992625761
11278;Fullcarga;SUPER OFERTAS SANTIAGO;CARMEN  2263 - A;SANTIAGO;;348110:6295008;-33.47396145:-70.63530722
11352;Fullcarga;LICORES JUAN INAREJO;GONZALO BULNES 2302;QUINTA NORMAL;;342217:6300718;-33.42147769:-70.69780225
11730;Fullcarga;FERRADA GONZALEZ JOSEFINA;CALLE JOSE MIGUEL CARRERA  1001;LA FLORIDA;;353791:6286598;-33.55014138888888:-70.57490277777778
12214;Fullcarga;ATEMIS COMPUTACION;GABRIELA PONIENTE 519;PUENTE ALTO;;352713:6283332;-33.57983789:-70.58762524
12547;Fullcarga;JOSE MANUEL NAVARRETE OSSES;RIVERA 1799;INDEPENDENCIA;;345511:6300152;-33.426896:-70.661737
14629;Fullcarga;ALMACEN GERUDA LO ESPEJO;CALLE ACAPULCO  8197;LO ESPEJO;;343976:6289472;-33.52312601:-70.68083991
16849;Fullcarga;ALMACEN;CORDILLERA DE LOS ANDES  0145;LA GRANJA;;348557:6287573;-33.5406205555555:-70.6310983333333
22058;Fullcarga;JUANA HUENUN;BARTOLOME DIAZ  563;SAN BERNARDO;;343656:6282598;-33.5851606014042:-70.6853093586704
25744;Fullcarga;BAZAR ANGELES;MANUEL ANTONIO MATTA 0246;QUILICURA;;337952:6307236;-33.3621937037037:-70.7422969444444
41202;Fullcarga;MONICA DEL CARMEN MORALES CARES;AV MEXICO  3708;PUENTE ALTO;;354671:6284458;-33.5699539306027:-70.5663469929415
42224;Fullcarga;LUCIA DE LOS ANGELES FUENTES GONZALEZ;LAGO ROSELOT 1221;PEÑALOLEN;;356573:6295666;-33.46904913:-70.54425098
50119;Fullcarga;DON LUIS;ESTACION PAILLACO 0396;PUENTE ALTO;;350532:6278740;-33.620933239242845:-70.6118877935446
56741;Fullcarga;BUSTAMANTE;PJE TORTEL  758;ESTACION CENTRAL;;341417:6295016;-33.4724813888888:-70.7066513888888
57920;Fullcarga;EDGAR COSME PORTAL;SAN PABLO 5186 5186;QUINTA NORMAL;;341435:6298488;-33.4414644927552:-70.7065919667437
59324;Fullcarga;ELENA MINCHAN AMBROSIO;LOMA LARGA  854;LAS CONDES;;357167:6301791;-33.413732:-70.536145
59396;Fullcarga;KIOSKO LAS CARRETAS;BILBAO ESQ LAS CARRETAS S/N;LA REINA;;353350:6299436;-33.431578:-70.578449
59853;Fullcarga;JUANITA CERRO NAVIA;SALVADOR GUTIERREZ 8085;CERRO NAVIA;;337083:6301185;-33.4164973:-70.7529148
60093;Fullcarga;DON VICENTE;BAHIA PENDULO 475;LO PRADO;;340574:6297782;-33.447817109375:-70.7157983072916
60219;Fullcarga;ALMACEN DONDE IVAN;CALLE 17 A 901;PEÑALOLEN;;355812:6295970;-33.46602302042598:-70.5516327601861
61032;Fullcarga;LA VALE EL BOSQUE;PASAJE LOS ARCE  12278;EL BOSQUE;;343712:6284491;-33.567822914405426:-70.68380735853458
61053;Fullcarga;FREDDY EDISON VALENZUELA RIQUELME ;JOSE TORIBIO MEDINA 12311;LA PINTANA;;346845:6283539;-33.5771447222222:-70.6507908333333
61067;Fullcarga;MARIA TERESA;JUAN LUIS SANFUENTES  8463;SAN RAMON;;347323:6288003;-33.5369698874354:-70.6450131207735
61391;Fullcarga; SAN ALFONSO SN BERNARDO;CALDERON DE LA BARCA  217;SAN BERNARDO;;343126:6283087;-33.58056155:-70.69111827
62373;Fullcarga;POMPEYITA;LINCOLN 02099;LO ESPEJO;;344208:6290627;-33.51286149:-70.67795612
62613;Fullcarga;OASIS;ALBERTO LLONA 1470;MAIPU;;336935:6290372;-33.513673600000004:-70.7557102
62683;Fullcarga;BAZAR MARY LA FLORIDA;TRINIDAD 995;LA FLORIDA;;351484:6286937;-33.546760320366026:-70.59967951557142
63076;Fullcarga;LOTO;BALMACEDA 347;PUENTE ALTO;;353852:6280034;-33.6093277777778:-70.57531944444445
63356;Fullcarga;MIGUEL AGUILERA;PASAJE QUECHUAS 2009;PEÑALOLEN;;355338:6294881;-33.47595427:-70.55766685
63396;Fullcarga;PUNTO ARAUCO ;ARAUCO 185;SANTIAGO;;348709:6295417;-33.47031701:-70.62870143
63493;Fullcarga;MONICA PILAR ESPINOZA MARTINEZ;EL SALTO 2911;RECOLETA;;348508:6303141;-33.400252051282:-70.6289944871794
63521;Fullcarga;ROSITA;LO OVALLE  03424;LO ESPEJO;;343318:6291443;-33.5050846561781:-70.6868241087579
63696;Fullcarga;ELLEN MARLENE MOSCOSO GAS;CERRO PARANAL 1765;PUENTE ALTO;;355585:6281805;-33.59360142005146:-70.55635616738475
64030;Fullcarga;GUILLERMINA ESTER;VECINAL NORTE 734;EL BOSQUE;;344726:6283302;-33.57857107027501:-70.6730765471254
64317;Fullcarga;D LLA FRUIT;MANUEL ANTONIO MATTA 1920;QUILICURA;;341293:6306909;-33.3655641126751:-70.7064117593493
64326;Fullcarga;D Y D;CALLE LAGO YELCHO  5211;PUENTE ALTO;;354638:6286656;-33.549845:-70.565777
65793;Fullcarga;CAMILA PUDAHUEL;CALLE DAGOBERTO GODOY 1080;PUDAHUEL;;337662:6298915;-33.43705396:-70.74709686
65966;Fullcarga;MARKITO;MONJA ALFEREZ  4815;SAN MIGUEL;;345709:6292687;-33.49450266:-70.66145075
66005;Fullcarga;ALMACEN CHARLY CHICO;EL CANELO 1074;LA PINTANA;;347386:6282562;-33.5859315758334:-70.6450931803966
66008;Fullcarga;MINIMARKET ENRIQUE;BARROS ARANA 1314;SAN BERNARDO;;341976:6280137;-33.6067033333333:-70.7032633333333
66197;Fullcarga;FERNANDA;CHIGUAYANTE 914;SAN BERNARDO;;342008:6283524;-33.57657313:-70.70288922
66243;Fullcarga;GLADYS;PADRE PALOTINOS  0175;SAN BERNARDO;;342404:6278157;-33.624617777777786:-70.69900069444445
66246;Fullcarga;DON BETO;GENERAL SILVA  12202;EL BOSQUE;;345644:6283646;-33.575610358146754:-70.66313081413
66294;Fullcarga;JUANA DEL CARMEN;PASTORAL 526;HUECHURABA;;348157:6306418;-33.371393:-70.632004
66310;Fullcarga;ISABEL PETRONILA ARCAYA G;CALLE RENE OLIVARES BECERRA 2865;MAIPU;;334059:6287203;-33.54208479:-70.7880081
66322;Fullcarga;PEDRO ESPINOZA;AMBERES 1554;CONCHALI;;344114:6306138;-33.37259682291666:-70.67570723958333
66327;Fullcarga;BOTILLERIA CAROLINA;TENIENTE LUIS CRUZ MARTINEZ 12723;LA PINTANA;;345972:6283318;-33.5786070722222:-70.6596529916666
66330;Fullcarga;SANTA CRISTINA EL BOSQUE;CALLE JUAN ESPEJO 9808;EL BOSQUE;;344023:6286789;-33.547443:-70.680801
66346;Fullcarga;SAN ANDRES;SERGIO VALDOVINOS 1285;QUINTA NORMAL;;341386:6298844;-33.4382121791096:-70.7069183442484
66366;Fullcarga;ALMACEN LA ESCALERA SAN JOAQUIN;ALCALDE PEDRO ALARCON 478;SAN JOAQUIN;;348116:6293186;-33.4899533888888:-70.6348931666666
66420;Fullcarga;COM GONZALEZ CERRO NAVIA;AVENIDA SALVADOR GUTIERREZ 8009;CERRO NAVIA;;337294:6301165;-33.41671244:-70.75065131
66429;Fullcarga;ALMACEN C Y S;TONGOY 1123;LA PINTANA;;347532:6283109;-33.5811171246109:-70.6434652225976
66448;Fullcarga;JUAN MUÑOZ;HECTOR AHUMADA 1984;CERRO NAVIA;;339262:6300918;-33.41934605:-70.72934523
66463;Fullcarga;ISABEL C CISTERNA MATURA;VICUNA MACKENNA PONIENTE  9705 B;LA FLORIDA;;352496:6287108;-33.54536061855202:-70.58876459298325
66468;Fullcarga;SANTA TERESA;3 PONIENTE 0342;MAIPU;;335402:6288194;-33.5330709393052:-70.7726081558051
66527;Fullcarga;CIBER ACTION;LO CRUZAT 0472;QUILICURA;;339908:6308104;-33.35425734950343:-70.72055132777673
67259;Fullcarga;KAREN;SAN FRANCISCO 9134;SAN RAMON;;346683:6287332;-33.5425198198198:-70.651307117117
67320;Fullcarga;NANCY;ESPERANZA  1260;SANTIAGO;;344193:6299710;-33.4309639865605:-70.6765484116448
67554;Fullcarga;EL NEGRITO RENCA;JOSE MIGUEL INFANTE 5650;RENCA;;339051:6302229;-33.40662805:-70.72703411
68357;Fullcarga;LOS 121 LO ESPEJO;LUCILA GODOY 02360;LO ESPEJO;;343805:6290320;-33.515172183908:-70.6817731034482
68367;Fullcarga;LENNY;RIO MALLECO 747;QUILICURA;;336322:6307403;-33.3604366295564:-70.7597808222442
69401;Fullcarga;ALMACEN Y BAZAR;PLAZA DE ARMAS 02791;LA PINTANA;;349379:6281729;-33.593425:-70.623233
69429;Fullcarga;LEOCRISMA;UMBRAL  2184;PEÑALOLEN;;358245:6294238;-33.481972554307156:-70.52573035387469
69771;Fullcarga;SAN RICARDO LA PINTANA;CALLE EL QUILLAY  1108;LA PINTANA;;347465:6282502;-33.586301:-70.643728
70311;Fullcarga;LUAN RENCA;RAUL OLIVARES  1872;RENCA;;338105:6303363;-33.39701578:-70.74153056
70889;Fullcarga;TIENDA UPA!-SHELL  (F.558);MONTERREY 2987;CONCHALI;;343552:6303019;-33.4010427966556:-70.6828574873272
70902;Fullcarga;TIENDA UPA!-SHELL  (F.181);JOSE PEDRO ALESSANDRI 1135;ÑUÑOA;;351475:6296034;-33.46513991:-70.59885261
70945;Fullcarga;TIENDA UPA!-SHELL  (F.663);SANTA ELENA ESQ. AMERICO VESPUCIO 1077;MAIPU;;337003:6294214;-33.479164:-70.754290
70947;Fullcarga;TIENDA UPA!-SHELL  (F.448);AVENIDA FARELLONES 14380;LO BARNECHEA;;360722:6307039;-33.36687185051367:-70.49709739544674
70957;Fullcarga;TIENDA UPA!-SHELL  (F.647);PORTUGAL 175;SANTIAGO;;347888:6298218;-33.44495175:-70.63706455
71018;Fullcarga;TIENDA UPA!-SHELL  (F.652);VICUÑA MACKENNA 9840;LA FLORIDA;;352617:6286976;-33.5469704357368:-70.5880525296785
71511;Fullcarga;CLAUDIA URRUTIA;ESMERALDA 6349;PEÑALOLEN;;354040:6294302;-33.48071453333333:-70.57096293333333
71746;Fullcarga;MAVI;LOS HALCONES 10916;LA PINTANA;;346696:6285388;-33.56044913:-70.65207632
72432;Fullcarga;ROSA ESTER HERRERA ;EL GOMERO 111;HUECHURABA;;349413:6305457;-33.37989280340681:-70.61945021970143
72444;Fullcarga;BAZAR ARIEL LO ESPEJO;PASAJE VEINTICINCO 6504;LO ESPEJO;;344570:6290834;-33.5107587165928:-70.6734560483028
72847;Fullcarga;KEVIN;HERRERA 1002;SANTIAGO;;344032:6299417;-33.433583050703:-70.6783221314172
72860;Fullcarga;VILUM MARKET CERRO NAVIA;MAMA KRISTINA 1680;CERRO NAVIA;;337496:6300125;-33.42583143:-70.74787659
73750;Fullcarga;TIENDA UPA!-SHELL  (F.165);GENERAL BLANCHE  11860;LAS CONDES;;358999:6303059;-33.4028162868279:-70.5168017777428
73872;Fullcarga;ANITA;MAIPU 6311;PEDRO AGUIRRE CERDA;;343537:6291547;-33.5040707551021:-70.6844407312925
75942;Fullcarga;BAZAR TODO ESCOLAR;MANUEL ANTONIO MATTA 245;QUILICURA;;338683:6307056;-33.3639201757277:-70.7344693853511
76073;Fullcarga;EL TALENTO QUILICURA;EL EBANO 1019;QUILICURA;;340150:6308252;-33.3533555473489:-70.7185025776446
78065;Fullcarga;LAS ROSAS;SAN PEDRO NOLASCO 1803;SAN BERNARDO;;345297:6282102;-33.58947555555556:-70.66714196969697
78875;Fullcarga;TIENDA UPA!-SHELL  (F.152);CRISTOBAL COLON 4359;LAS CONDES;;353173:6300660;-33.4236650598888:-70.5798304278255
78920;Fullcarga;PATRICIA;LIBERTADOR BERNARDO OHIGGINS  3410;ESTACION CENTRAL;;343737:6297347;-33.45191760202692:-70.68128983742173
79105;Fullcarga;BAZAR CLAUDIA;REY DON FELIPE 1251;LA PINTANA;;347904:6283492;-33.5777222034571:-70.6393938791466
79212;Fullcarga;EL OSITO;EL CONQUISTADOR 140;MAIPU;;333183:6288868;-33.52710767:-70.79710006
79246;Fullcarga;EL TAMBO;LOS RAULIES  11461;EL BOSQUE;;345259:6284400;-33.56875636363637:-70.66715409090911
79247;Fullcarga;LAS PRINCESITAS;JOSE MANUEL BALMACEDA 1252;LA PINTANA;;347897:6283364;-33.5787773964072:-70.6395078648141
79298;Fullcarga;LEINA ANDRAWES BOULES HEJAZEEN;HERNANDO DE MAGALLANES 872;LAS CONDES;;355079:6301608;-33.41527122:-70.55936936
79356;Fullcarga;TIENDA UPA!-SHELL  (F.107);FRANCISCO BILBAO 3785;PROVIDENCIA;;352697:6299722;-33.4320620648256:-70.5850936994415
79467;Fullcarga;EL DROOPY;VICTORIA  3266;MAIPU;;335674:6292185;-33.4971336199571:-70.7689458535552
79567;Fullcarga;ANITA;MARIA AUXILIADORA 702;SAN MIGUEL;;347593:6293255;-33.4896497619048:-70.6410821428571
79576;Fullcarga;BRINDIS;FREIRE 695;SAN BERNARDO;;341784:6281312;-33.59607815789472:-70.70512298245616
79660;Fullcarga;ARIAS MARKET;VICUÑA MACKENA 1333-A;SANTIAGO;;348631:6296559;-33.459616264294:-70.6287738157861
79763;Fullcarga;SAN VICENTE;JULIO COVARRUBIAS 10092;EL BOSQUE;;345880:6286006;-33.5548048709251:-70.6608313682667
79827;Fullcarga;JENNY ALVAREZ FUENTES;CENTRAL CARDENAL SILVA HENRIQUEZ 4635;PEDRO AGUIRRE CERDA;;343350:6292599;-33.494825:-70.686703
79964;Fullcarga;LA COTE;TENIENTE CRUZ 1494;CERRO NAVIA;;338319:6300208;-33.425554:-70.739746
80013;Fullcarga;EL GRIFO;CHIPANA 555 DEPTO A-11;QUILICURA;;337055:6306763;-33.36591558441559:-70.75143984848482
80044;Fullcarga;PAULA;BERNARDO OHIGGINS 108;SANTIAGO;;347898:6298998;-33.4379212177902:-70.6368271353969
80073;Fullcarga;TIENDA UPA!-SHELL  (F.122);LA DEHESA 457;LO BARNECHEA;;359105:6307496;-33.3628270240306:-70.5149755942711
80074;Fullcarga;TIENDA UPA!-SHELL  (F.159);PEDRO AGUIRRE CERDA 4981;CERRILLOS;;342357:6293699;-33.4848946887901:-70.6973440500445
80417;Fullcarga;ROSALINO RIVERA PEREZ;DIPUTADA LAURA RODRIGUEZ 345;LA REINA;;356834:6297202;-33.4549468181818:-70.5404343939393
80481;Fullcarga;ECOMARKET S;LOS MANUTARA 530;PUDAHUEL;;338353:6296594;-33.4580877935827:-70.7400765337963
80869;Fullcarga;TIENDA UPA!-SHELL  (F.140);PATAGONIA 75;LAS CONDES;;356392:6302321;-33.4091257:-70.54494346
80870;Fullcarga;TIENDA UPA!-SHELL  (F.793);CARLOS ANTUNEZ 2490;PROVIDENCIA;;351115:6300287;-33.4267514761552:-70.6020194232275
80871;Fullcarga;TIENDA UPA!-SHELL  (F.123);JOSE ALCALDE DELANO 11355;LO BARNECHEA;;357558:6308368;-33.3547649455331:-70.5314507752412
81724;Fullcarga;RODRIGO;CERRO NEVADO 1735-B;MAIPU;;338705:6292075;-33.4985916666667:-70.7363466666667
81770;Fullcarga;TIENDA UPA!-SHELL  (F.157);VICUÑA MACKENNA 106;PROVIDENCIA;;348227:6298557;-33.4419368770833:-70.6333624473611
83061;Fullcarga;DONDE LA NANCY;ESTADIO QUILICURA 67;QUILICURA;;338167:6308555;-33.349934761904755:-70.73917166666668
83454;Fullcarga;ANDREA - ANDRES;SIERRA BELLA 2025;SANTIAGO;;348237:6295236;-33.471605:-70.633251
83856;Fullcarga;DONDE LAS CHIQUILLAS JESSICA Y SILVIA;BURGOS 193;QUILICURA;;338634:6308190;-33.3532874074074:-70.734225462963
83913;Fullcarga;VILLA ALEGRE;COLO COLO 1240;CERRILLOS;;339819:6292246;-33.497214686585:-70.7243359564935
84469;Fullcarga;JOSE HERMIDA ARBUCH;LONGITUDINAL 3 LOCAL 701;INDEPENDENCIA;;344159:6301206;-33.4174706085135:-70.6766523879444
85107;Fullcarga;MINIMARKET;RAUL SILVA HENRIQUEZ 1233;CERRO NAVIA;;339163:6299373;-33.432862323557686:-70.73011004647434
85208;Fullcarga;MARCELA VASQUEZ VERA;SAN ANTONIO 1758;SAN BERNARDO;;345303:6282341;-33.5877233285047:-70.6676087456191
85918;Fullcarga;DON RAMON;RADAL 805;QUINTA NORMAL;;341800:6298230;-33.4439625642933:-70.702534858849
86177;Fullcarga;ZORAIDA ZEVALLOS HUANCA;MATUCANA  873;SANTIAGO;;343862:6299257;-33.434875:-70.680357
86603;Fullcarga;LOS HENRIQUEZ;EDUCACION 8430;CERRO NAVIA;;336315:6301222;-33.41575888888888:-70.76040172222221
86604;Fullcarga;JUAN PABLO MORENO VERA;NUEVA IMPERIAL 4305;QUINTA NORMAL;;342639:6298160;-33.4446070934453:-70.6935877605865
86775;Fullcarga;ETIENNE;LOS RAULIES 11539;EL BOSQUE;;345243:6284354;-33.569275112802224:-70.66734349985859
86947;Fullcarga;ALMACEN LA ITA;LUIS MATTE LARRAIN 02039;PUENTE ALTO;;355396:6282815;-33.584869684755226:-70.55880060150953
87106;Fullcarga;BAZAR;PARQUE  CENTRAL PTE. 1189 - A;MAIPU;;334212:6284995;-33.56172416666665:-70.7860125
87775;Fullcarga;PROVISIONES OLGUITA RECOL;LA VALLEJA 4091;RECOLETA;;346263:6304876;-33.38457392:-70.65359252
87777;Fullcarga;MARINA CORREA;LOS JILGUEROS 2148;HUECHURABA;;342842:6307853;-33.35735359:-70.689651
87802;Fullcarga;SANTA OLGA;AURORA DE CHILE 2437;INDEPENDENCIA;;344311:6301687;-33.41304471:-70.67511298
87926;Fullcarga;LA FAMILIA;PADRE JAIME LARRAIN 7 A;ESTACION CENTRAL;;342213:6296231;-33.461998008532:-70.6985782133289
88188;Fullcarga;LIBRERIA JIT VITACURA;PRESIDENTE KENNEDY  7946;VITACURA;;355519:6304245;-33.3913782111783:-70.5534623148722
88189;Fullcarga;MARTINA;SIMON BOLIVAR 4444;MAIPU;;339873:6294822;-33.4739939583333:-70.7232939583333
88192;Fullcarga;KIOSKO BIP VITACURA LAS U;AVENIDA VITACURA  9275;VITACURA;;356190:6305301;-33.3822622500193:-70.5468315614861
88196;Fullcarga;KIOSCO PUEBLO JUPLEI;VITACURA FRENTE AL 6260;VITACURA;;353890:6304380;-33.3900189575329:-70.5714928152851
88206;Fullcarga;LOS SOCIOS EST CENTRAL;5 DE ABRIL  5493 B;ESTACION CENTRAL;;340729:6295462;-33.46860798:-70.71326698
88218;Fullcarga;CONFITERIA Y CAFETERIA SN;AV. SANTA ROSA  4389;SAN MIGUEL;;347665:6292326;-33.4976408333333:-70.6398872222222
88219;Fullcarga;ANGEMAR 13 SN MIGUEL;VARAS MENA  551;SAN MIGUEL;;347694:6290752;-33.51211963:-70.64060504
88220;Fullcarga;JACQUELINE CHAMO;ANDACOLLO 269;LA REINA;;357254:6297292;-33.4545855555556:-70.53647518518521
88224;Fullcarga;FRANCISCO JAVIER GONZALEZ;SANTO TOMAS   500  D16;LA GRANJA;;349236:6285691;-33.5576789175267:-70.6241036385455
88227;Fullcarga;JOVI LA GRANJA;CREPUSCULARIO  9951;LA GRANJA;;349078:6286557;-33.55013832:-70.62641673
88229;Fullcarga;DON REMI CERRILLOS;CALLE LA PRIMAVERA  930;CERRILLOS;;339003:6291038;-33.5082795458454:-70.7340933113409
88231;Fullcarga;SANTA ELENA LA GRANJA;PADRE ANTONIO JUPNERK  0297;LA GRANJA;;348644:6286924;-33.5464857904761:-70.630266147619
88233;Fullcarga;YASNITA Y CARLITOS EST CE;ANTARTICA 4730;ESTACION CENTRAL;;342166:6295329;-33.47005404:-70.69929737
88234;Fullcarga;LUIS MORA CERRILLOS;CALLE FELIX MARGOZ  844;CERRILLOS;;340719:6293037;-33.49056193:-70.71528509
88235;Fullcarga;JUANA SAAVEDRA VILLASECA;LOS PINGUINOS 4534;ESTACION CENTRAL;;342423:6295177;-33.47146035:-70.69655687
88237;Fullcarga;MINIMARKET JUAN PABLO;LAS REJAS SUR 1434;ESTACION CENTRAL;;341766:6294879;-33.47404759:-70.70340285
88246;Fullcarga;SANTA TERESITA LO ESPEJO;AVDA CENTRAL CARD. SILVA HENRIQUEZ  6749;LO ESPEJO;;343087:6291154;-33.50783:-70.689894
88248;Fullcarga;MINIMARKET SAN LUIS;NUEVE DE ENERO  3174;LO ESPEJO;;342390:6288944;-33.5274762610669:-70.697252516631
88403;Fullcarga;BOTILLERIA GILBERTO HUECH;LOS TEHUELCHES 5832;HUECHURABA;;347574:6306673;-33.36827503:-70.63843017
88444;Fullcarga;LOS LAGOS;LOS LAGOS 2751;PEÑALOLEN;;354693:6294096;-33.4826560897059:-70.5639700679861
88637;Fullcarga;FARM LA FE LO ESPEJO;CENTRAL CARD.RAUL SILVA HENRIQUEZ 7821;LO ESPEJO;;342570:6289833;-33.519935:-70.695889
88682;Fullcarga;BAZAR LOS CRUCES;MAR DE CHILE 1741-A;CERRO NAVIA;;335950:6301186;-33.4164266666667:-70.764905
88692;Fullcarga;GOOD LUCK;RECOLETA 901;RECOLETA;;347105:6300741;-33.4216926086956:-70.6444796376811
88695;Fullcarga;MARIBEL REINUM CATALAN;VECINAL 4986;SAN JOAQUIN;;349195:6291846;-33.50258381:-70.6240816
88842;Fullcarga;TIENDA UPA!-SHELL  (F.130);BELLAVISTA 151;RECOLETA;;347545:6299383;-33.43411096033961:-70.63999388497152
88999;Fullcarga;NUESTROS QUERUBINES;EL BOSQUE 10682;LA PINTANA;;348254:6285434;-33.559856360045956:-70.63471979114216
89035;Fullcarga;MINIMARKET ESPERANZA;ESPERANZA 1394;SANTIAGO;;344163:6299897;-33.42927823:-70.6768387
89334;Fullcarga;KARINA;COQUIMBO 395;SANTIAGO;;347883:6297166;-33.45443709:-70.6372928
89406;Fullcarga;CAMILA SANTIAGO;SAN PABLO 2811;SANTIAGO;;344356:6299250;-33.4350232069459:-70.6748631295928
89413;Fullcarga;EL PAJARO LOCO;ALTIPLANO  1996;PEÑALOLEN;;354741:6294959;-33.47488098039215:-70.56331401960783
89590;Fullcarga;TIENDA UPA!-SHELL  (F.125);SANTA MARIA 6730;VITACURA;;353945:6305822;-33.3772342092457:-70.5706820194486
89650;Fullcarga;TIO ARTURO CERRILLOS;SAN ANDRES 4165-A;CERRILLOS;;343181:6294018;-33.48202372:-70.68860565
89653;Fullcarga;ALMACEN LA PLAZA;COSTANERA NORTE 144 DEPTO 111;CERRILLOS;;340062:6293991;-33.4815197825879:-70.7214022256729
89654;Fullcarga;VIOLETA LO ESPEJO;MAIPU 6944;LO ESPEJO;;343365:6290819;-33.51089325:-70.68718576
89655;Fullcarga;PANADERIA VILLA MEXICO CE;LOS TILOS  472;CERRILLOS;;339370:6291130;-33.50749194:-70.73012568
89660;Fullcarga;ARCANGEL MIGUEL;DIVINO MAESTRO  7629;CERRILLOS;;339420:6291687;-33.50259033:-70.7293034
